(MMTM_code) PS C:\黄琬婷\作业2\作业2\作业2\FCN分割算法> python train.py
Setting up a new session...
C:\Users\bb009\anaconda3\envs\MMTM_code\lib\site-packages\torchvision\models\_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
C:\Users\bb009\anaconda3\envs\MMTM_code\lib\site-packages\torchvision\models\_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=VGG19_Weights.IMAGENET1K_V1`. You can also use `weights=VGG19_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
Downloading: "https://download.pytorch.org/models/vgg19-dcbb9e9d.pth" to C:\Users\bb009/.cache\torch\hub\checkpoints\vgg19-dcbb9e9d.pth
100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████| 548M/548M [00:56<00:00, 10.2MB/s]
epoch 34, 495/540,train loss is 0.01303115114569664
epoch 34, 510/540,train loss is 0.009908346459269524
epoch 34, 525/540,train loss is 0.04230673238635063
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.027517, epoch test loss = 0.117785, Time 00:00:40
epoch 35, 0/540,train loss is 0.0231684148311615
epoch 35, 15/540,train loss is 0.019477738067507744
epoch 35, 30/540,train loss is 0.01612176187336445
epoch 35, 45/540,train loss is 0.024695271626114845
epoch 35, 60/540,train loss is 0.013922512531280518
epoch 35, 75/540,train loss is 0.009871765971183777
epoch 35, 90/540,train loss is 0.01854533515870571
epoch 35, 105/540,train loss is 0.019576143473386765
epoch 35, 120/540,train loss is 0.012282525189220905
epoch 35, 135/540,train loss is 0.04180346429347992
epoch 35, 150/540,train loss is 0.012827660888433456
epoch 35, 165/540,train loss is 0.01985013857483864
epoch 35, 180/540,train loss is 0.017026860266923904
epoch 35, 195/540,train loss is 0.022206392139196396
epoch 35, 210/540,train loss is 0.030526239424943924
epoch 35, 225/540,train loss is 0.03798976168036461
epoch 35, 240/540,train loss is 0.0107103968039155
epoch 35, 255/540,train loss is 0.023919057101011276
epoch 35, 270/540,train loss is 0.02479228749871254
epoch 35, 285/540,train loss is 0.02433852106332779
epoch 35, 300/540,train loss is 0.029835157096385956
epoch 35, 315/540,train loss is 0.045355089008808136
epoch 35, 330/540,train loss is 0.02169947884976864
epoch 35, 345/540,train loss is 0.028417514637112617
epoch 35, 360/540,train loss is 0.016859302297234535
epoch 35, 375/540,train loss is 0.014924404211342335
epoch 35, 390/540,train loss is 0.017767373472452164
epoch 35, 405/540,train loss is 0.017926737666130066
epoch 35, 420/540,train loss is 0.017750496044754982
epoch 35, 435/540,train loss is 0.020944662392139435
epoch 35, 450/540,train loss is 0.025435205549001694
epoch 35, 465/540,train loss is 0.010908062569797039
epoch 35, 480/540,train loss is 0.019008686766028404
epoch 35, 495/540,train loss is 0.019554652273654938
epoch 35, 510/540,train loss is 0.028026742860674858
epoch 35, 525/540,train loss is 0.021444763988256454
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.027337, epoch test loss = 0.127345, Time 00:00:40
saveing checkpoints/fcn_model_35.pt
epoch 36, 0/540,train loss is 0.026726845651865005
epoch 36, 15/540,train loss is 0.017762284725904465
epoch 36, 30/540,train loss is 0.06013874709606171
epoch 36, 45/540,train loss is 0.02090008743107319
epoch 36, 60/540,train loss is 0.012171328067779541
epoch 36, 75/540,train loss is 0.031370069831609726
epoch 36, 90/540,train loss is 0.023315349593758583
epoch 36, 105/540,train loss is 0.009612367488443851
epoch 36, 120/540,train loss is 0.019985338672995567
epoch 36, 135/540,train loss is 0.040529120713472366
epoch 36, 150/540,train loss is 0.015517341904342175
epoch 36, 165/540,train loss is 0.016240118071436882
epoch 36, 180/540,train loss is 0.016149621456861496
epoch 36, 195/540,train loss is 0.02006826549768448
epoch 36, 210/540,train loss is 0.018826182931661606
epoch 36, 225/540,train loss is 0.028838418424129486
epoch 36, 240/540,train loss is 0.02367265149950981
epoch 36, 255/540,train loss is 0.027174796909093857
epoch 36, 270/540,train loss is 0.03639725595712662
epoch 36, 285/540,train loss is 0.05519798770546913
epoch 36, 300/540,train loss is 0.015949228778481483
epoch 36, 315/540,train loss is 0.01851634681224823
epoch 36, 330/540,train loss is 0.03712913393974304
epoch 36, 345/540,train loss is 0.010897454805672169
epoch 36, 360/540,train loss is 0.025002479553222656
epoch 36, 375/540,train loss is 0.02857803739607334
epoch 36, 390/540,train loss is 0.031915776431560516
epoch 36, 405/540,train loss is 0.019403615966439247
epoch 36, 420/540,train loss is 0.01636800542473793
epoch 36, 435/540,train loss is 0.03086339868605137
epoch 36, 450/540,train loss is 0.018116747960448265
epoch 36, 465/540,train loss is 0.02729436755180359
epoch 36, 480/540,train loss is 0.03634673357009888
epoch 36, 495/540,train loss is 0.02301202155649662
epoch 36, 510/540,train loss is 0.020332392305135727
epoch 36, 525/540,train loss is 0.02131444215774536
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.027045, epoch test loss = 0.126691, Time 00:00:40
epoch 37, 0/540,train loss is 0.011809635907411575
epoch 37, 15/540,train loss is 0.02805938571691513
epoch 37, 30/540,train loss is 0.031064404174685478
epoch 37, 45/540,train loss is 0.020652875304222107
epoch 37, 60/540,train loss is 0.02214961312711239
epoch 37, 75/540,train loss is 0.026460446417331696
epoch 37, 90/540,train loss is 0.029314052313566208
epoch 37, 105/540,train loss is 0.02761186473071575
epoch 37, 120/540,train loss is 0.02148445136845112
epoch 37, 135/540,train loss is 0.03442572057247162
epoch 37, 150/540,train loss is 0.020302340388298035
epoch 37, 165/540,train loss is 0.03471868112683296
epoch 37, 180/540,train loss is 0.021636132150888443
epoch 37, 195/540,train loss is 0.02287565916776657
epoch 37, 210/540,train loss is 0.08719982951879501
epoch 37, 225/540,train loss is 0.03347409516572952
epoch 37, 240/540,train loss is 0.01297044474631548
epoch 37, 255/540,train loss is 0.023876652121543884
epoch 37, 270/540,train loss is 0.01244462002068758
epoch 37, 285/540,train loss is 0.056092679500579834
epoch 37, 300/540,train loss is 0.04525415226817131
epoch 37, 315/540,train loss is 0.016576213762164116
epoch 37, 330/540,train loss is 0.07183164358139038
epoch 37, 345/540,train loss is 0.03991541266441345
epoch 37, 360/540,train loss is 0.015512358397245407
epoch 37, 375/540,train loss is 0.02344912476837635
epoch 37, 390/540,train loss is 0.027319669723510742
epoch 37, 405/540,train loss is 0.013510214164853096
epoch 37, 420/540,train loss is 0.02487044967710972
epoch 37, 435/540,train loss is 0.03389585390686989
epoch 37, 450/540,train loss is 0.016672763973474503
epoch 37, 465/540,train loss is 0.02311902865767479
epoch 37, 480/540,train loss is 0.010433364659547806
epoch 37, 495/540,train loss is 0.026356421411037445
epoch 37, 510/540,train loss is 0.016246087849140167
epoch 37, 525/540,train loss is 0.028016962110996246
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.026819, epoch test loss = 0.129550, Time 00:00:40
epoch 38, 0/540,train loss is 0.008856694214046001
epoch 38, 15/540,train loss is 0.03653695061802864
epoch 38, 30/540,train loss is 0.027942737564444542
epoch 38, 45/540,train loss is 0.017374854534864426
epoch 38, 60/540,train loss is 0.02769765816628933
epoch 38, 75/540,train loss is 0.03004932403564453
epoch 38, 90/540,train loss is 0.03413764014840126
epoch 38, 105/540,train loss is 0.0273194070905447
epoch 38, 120/540,train loss is 0.016011981293559074
epoch 38, 135/540,train loss is 0.01132945716381073
epoch 38, 150/540,train loss is 0.0165337473154068
epoch 38, 165/540,train loss is 0.015002693049609661
epoch 38, 180/540,train loss is 0.0192045159637928
epoch 38, 195/540,train loss is 0.014162355102598667
epoch 38, 210/540,train loss is 0.013853454031050205
epoch 38, 225/540,train loss is 0.03767428174614906
epoch 38, 240/540,train loss is 0.020983094349503517
epoch 38, 255/540,train loss is 0.020508648827672005
epoch 38, 270/540,train loss is 0.016411570832133293
epoch 38, 285/540,train loss is 0.009207485243678093
epoch 38, 300/540,train loss is 0.026966523379087448
epoch 38, 315/540,train loss is 0.03243783488869667
epoch 38, 330/540,train loss is 0.0184968039393425
epoch 38, 345/540,train loss is 0.01706433668732643
epoch 38, 360/540,train loss is 0.01248745433986187
epoch 38, 375/540,train loss is 0.017098501324653625
epoch 38, 390/540,train loss is 0.03465229272842407
epoch 38, 405/540,train loss is 0.03146130591630936
epoch 38, 420/540,train loss is 0.02105654403567314
epoch 38, 435/540,train loss is 0.018855178728699684
epoch 38, 450/540,train loss is 0.013892716728150845
epoch 38, 465/540,train loss is 0.011123940348625183
epoch 38, 480/540,train loss is 0.030922355130314827
epoch 38, 495/540,train loss is 0.025362927466630936
epoch 38, 510/540,train loss is 0.01871344819664955
epoch 38, 525/540,train loss is 0.02103739231824875
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.026313, epoch test loss = 0.137514, Time 00:00:38
epoch 39, 0/540,train loss is 0.016406314447522163
epoch 39, 15/540,train loss is 0.014321777038276196
epoch 39, 30/540,train loss is 0.029016772285103798
epoch 39, 45/540,train loss is 0.03788922727108002
epoch 39, 60/540,train loss is 0.014511870220303535
epoch 39, 75/540,train loss is 0.026011580601334572
epoch 39, 90/540,train loss is 0.027395669370889664
epoch 39, 105/540,train loss is 0.01515060942620039
epoch 39, 120/540,train loss is 0.017347466200590134
epoch 39, 135/540,train loss is 0.010867340490221977
epoch 39, 150/540,train loss is 0.020114684477448463
epoch 39, 165/540,train loss is 0.01375499926507473
epoch 39, 180/540,train loss is 0.050964660942554474
epoch 39, 195/540,train loss is 0.014445407316088676
epoch 39, 210/540,train loss is 0.013644768856465816
epoch 39, 225/540,train loss is 0.012192653492093086
epoch 39, 240/540,train loss is 0.09803928434848785
epoch 39, 255/540,train loss is 0.012107807211577892
epoch 39, 270/540,train loss is 0.02035379782319069
epoch 39, 285/540,train loss is 0.07579880207777023
epoch 39, 300/540,train loss is 0.02918712981045246
epoch 39, 315/540,train loss is 0.03894919157028198
epoch 39, 330/540,train loss is 0.013628382235765457
epoch 39, 345/540,train loss is 0.03275499865412712
epoch 39, 360/540,train loss is 0.03046858310699463
epoch 39, 375/540,train loss is 0.012452752329409122
epoch 39, 390/540,train loss is 0.016590457409620285
epoch 39, 405/540,train loss is 0.020260175690054893
epoch 39, 420/540,train loss is 0.021281292662024498
epoch 39, 435/540,train loss is 0.035925593227148056
epoch 39, 450/540,train loss is 0.006005189847201109
epoch 39, 465/540,train loss is 0.03469119593501091
epoch 39, 480/540,train loss is 0.01625613495707512
epoch 39, 495/540,train loss is 0.013991161249577999
epoch 39, 510/540,train loss is 0.020579146221280098
epoch 39, 525/540,train loss is 0.008988446556031704
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.026155, epoch test loss = 0.123051, Time 00:00:40
epoch 40, 0/540,train loss is 0.01845695823431015
epoch 40, 15/540,train loss is 0.02732483111321926
epoch 40, 30/540,train loss is 0.018665140494704247
epoch 40, 45/540,train loss is 0.036739230155944824
epoch 40, 60/540,train loss is 0.015215887688100338
epoch 40, 75/540,train loss is 0.010224506258964539
epoch 40, 90/540,train loss is 0.014957888051867485
epoch 40, 105/540,train loss is 0.024060949683189392
epoch 40, 120/540,train loss is 0.028307219967246056
epoch 40, 135/540,train loss is 0.018725652247667313
epoch 40, 150/540,train loss is 0.02025141380727291
epoch 40, 165/540,train loss is 0.024473777040839195
epoch 40, 180/540,train loss is 0.028342165052890778
epoch 40, 195/540,train loss is 0.007529844529926777
epoch 40, 210/540,train loss is 0.027096543461084366
epoch 40, 225/540,train loss is 0.036916349083185196
epoch 40, 240/540,train loss is 0.015953922644257545
epoch 40, 255/540,train loss is 0.021620631217956543
epoch 40, 270/540,train loss is 0.01231047697365284
epoch 40, 285/540,train loss is 0.02585911750793457
epoch 40, 300/540,train loss is 0.018894974142313004
epoch 40, 315/540,train loss is 0.028832009062170982
epoch 40, 330/540,train loss is 0.03285234794020653
epoch 40, 345/540,train loss is 0.03345697000622749
epoch 40, 360/540,train loss is 0.03201006352901459
epoch 40, 375/540,train loss is 0.029676251113414764
epoch 40, 390/540,train loss is 0.009560340084135532
epoch 40, 405/540,train loss is 0.013037130236625671
epoch 40, 420/540,train loss is 0.02025463990867138
epoch 40, 435/540,train loss is 0.027035703882575035
epoch 40, 450/540,train loss is 0.011465402320027351
epoch 40, 465/540,train loss is 0.027101175859570503
epoch 40, 480/540,train loss is 0.02581976354122162
epoch 40, 495/540,train loss is 0.02486761286854744
epoch 40, 510/540,train loss is 0.014831864275038242
epoch 40, 525/540,train loss is 0.014470884576439857
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.025837, epoch test loss = 0.124924, Time 00:00:41
saveing checkpoints/fcn_model_40.pt
epoch 41, 0/540,train loss is 0.01162744965404272
epoch 41, 15/540,train loss is 0.02006179839372635
epoch 41, 30/540,train loss is 0.03122529946267605
epoch 41, 45/540,train loss is 0.02549915760755539
epoch 41, 60/540,train loss is 0.01742688938975334
epoch 41, 75/540,train loss is 0.03911859914660454
epoch 41, 90/540,train loss is 0.013418053276836872
epoch 41, 105/540,train loss is 0.03267107531428337
epoch 41, 120/540,train loss is 0.03338301181793213
epoch 41, 135/540,train loss is 0.032902996987104416
epoch 41, 150/540,train loss is 0.025308966636657715
epoch 41, 165/540,train loss is 0.015687359496951103
epoch 41, 180/540,train loss is 0.017105385661125183
epoch 41, 195/540,train loss is 0.04046138748526573
epoch 41, 210/540,train loss is 0.018950900062918663
epoch 41, 225/540,train loss is 0.03224674612283707
epoch 41, 240/540,train loss is 0.02092328481376171
epoch 41, 255/540,train loss is 0.015150651335716248
epoch 41, 270/540,train loss is 0.02664443477988243
epoch 41, 285/540,train loss is 0.02747374027967453
epoch 41, 300/540,train loss is 0.02883446216583252
epoch 41, 315/540,train loss is 0.01045150961726904
epoch 41, 330/540,train loss is 0.018805479630827904
epoch 41, 345/540,train loss is 0.016743721440434456
epoch 41, 360/540,train loss is 0.022768540307879448
epoch 41, 375/540,train loss is 0.015112361870706081
epoch 41, 390/540,train loss is 0.013877863995730877
epoch 41, 405/540,train loss is 0.018518786877393723
epoch 41, 420/540,train loss is 0.012253179214894772
epoch 41, 435/540,train loss is 0.02720039337873459
epoch 41, 450/540,train loss is 0.017087003216147423
